Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SSSQ.SFMN1121CS,2019.12,1875.676,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.03,1940.637,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.06,1700.771,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.09,1980.159,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2020.12,1966.352,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.03,2018.924,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.06,2006.5,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.09,2039.223,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2021.12,2135.826,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.03,2149.346,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.06,2124.26,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.09,2180.112,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2022.12,2210.049,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2023.03,2271.447,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2023.06,2357.775,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2023.09,2309.725,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2023.12,2404.65,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2024.03,2363.223,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2024.06,2423.216,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2024.09,2406.583,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2024.12,2416.674,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2025.03,2471.961,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2025.06,2495.49,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2025.09,2533.799,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2025.12,2526.247,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CT,2004.06,940.702,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2004.09,950.973,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2004.12,956.768,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2005.03,970.569,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2005.06,990.364,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2005.09,999.814,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2005.12,1008.578,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2006.03,1031.897,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2006.06,1054.925,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2006.09,1078.846,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2006.12,1121.181,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2007.03,1151.378,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2007.06,1160.265,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2007.09,1172.23,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2007.12,1193.168,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2008.03,1205.781,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2008.06,1209.038,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2008.09,1209.325,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2008.12,1204.79,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2009.03,1217.321,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2009.06,1231.704,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2009.09,1232.882,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2009.12,1226.769,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2010.03,1226.672,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2010.06,1244.372,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2010.09,1266.102,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2010.12,1261.038,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2011.03,1252.65,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2011.06,1279.876,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2011.09,1299.589,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2011.12,1302.123,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2012.03,1296.709,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2012.06,1287.631,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2012.09,1301.165,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2012.12,1332.344,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2013.03,1356.215,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2013.06,1372.29,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2013.09,1376.925,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2013.12,1384.967,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2014.03,1395.935,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2014.06,1390.637,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2014.09,1394.915,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2014.12,1424.718,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2015.03,1441.114,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2015.06,1461.536,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2015.09,1496.95,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2015.12,1515.274,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2016.03,1542.342,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2016.06,1579.741,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2016.09,1584.104,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2016.12,1566.087,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2017.03,1566.854,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2017.06,1575.415,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2017.09,1602.709,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2017.12,1647.498,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2018.03,1694.69,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2018.06,1720.256,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2018.09,1716.477,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2018.12,1701.741,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2019.03,1703.546,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2019.06,1743.792,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2019.09,1815.338,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2019.12,1886.929,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2020.03,1927.942,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
SSSQ.SFMN1121CT,2020.06,1957.349,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Trend,
